Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
3523par23_S124_L001_R2_001_fastq_gz	85.63886778485575	54.0	142.9934642432743	36.36363636363637	102666.0
3523par23_S124_L002_R1_001_fastq_gz	88.3531303490845	54.0	142.92428030499508	36.36363636363637	96395.0
3523par23_S124_L002_R2_001_fastq_gz	85.4442657814202	54.0	143.09234918823591	36.36363636363637	96395.0
3523par23_S124_L003_R1_001_fastq_gz	88.43934966659174	54.0	142.8806754326815	36.36363636363637	106776.0
3523par23_S124_L003_R2_001_fastq_gz	86.00996478609426	54.0	143.03425863489923	36.36363636363637	106776.0
3523par23_S124_L004_R1_001_fastq_gz	88.28548474031587	54.0	142.70430484791166	36.36363636363637	98331.0
3523par23_S124_L004_R2_001_fastq_gz	85.37083930805137	54.0	142.87463770326752	36.36363636363637	98331.0
3524par23_S125_L001_R1_001_fastq_gz	89.87394679227758	51.0	143.2232269621177	27.27272727272727	301460.0
3524par23_S125_L001_R2_001_fastq_gz	87.35454123266769	51.0	143.37642141577655	27.27272727272727	301460.0
3524par23_S125_L002_R1_001_fastq_gz	89.69526019816121	51.0	143.3228278139784	27.27272727272727	280075.0
3524par23_S125_L002_R2_001_fastq_gz	87.00562349370705	51.0	143.49412121753102	27.27272727272727	280075.0
3524par23_S125_L003_R1_001_fastq_gz	90.04436171267555	52.0	143.3634845853443	27.27272727272727	312657.0
3524par23_S125_L003_R2_001_fastq_gz	87.77830018198857	51.0	143.4805521705895	27.27272727272727	312657.0
3524par23_S125_L004_R1_001_fastq_gz	89.77804430746059	51.0	143.1865947966278	27.27272727272727	286814.0
3524par23_S125_L004_R2_001_fastq_gz	87.1794961194363	51.0	143.34846973997085	27.27272727272727	286814.0
3525par23_S126_L001_R1_001_fastq_gz	68.47573567372226	51.0	58.48528652555498	45.45454545454545	15496.0
3525par23_S126_L001_R2_001_fastq_gz	67.00438822922044	50.0	60.741610738255034	36.36363636363637	15496.0
3525par23_S126_L002_R1_001_fastq_gz	67.63236763236763	51.0	58.89075210503782	45.45454545454545	14014.0
3525par23_S126_L002_R2_001_fastq_gz	65.89838732695875	50.0	61.19130869130869	45.45454545454545	14014.0
3525par23_S126_L003_R1_001_fastq_gz	68.31575583253436	51.0	58.60230105465005	45.45454545454545	15645.0
3525par23_S126_L003_R2_001_fastq_gz	67.72131671460531	51.0	60.31115372323426	36.36363636363637	15645.0
3525par23_S126_L004_R1_001_fastq_gz	67.75512940860936	51.0	58.834517902641814	36.36363636363637	14914.0
3525par23_S126_L004_R2_001_fastq_gz	66.1861338339815	50.0	60.93670376827142	36.36363636363637	14914.0
3526par23_S127_L001_R1_001_fastq_gz	89.61760606002514	49.0	145.4860754709747	27.27272727272727	365147.0
3526par23_S127_L001_R2_001_fastq_gz	87.62032825136178	49.0	145.54730012844144	27.27272727272727	365147.0
3526par23_S127_L002_R1_001_fastq_gz	89.4507637119348	49.0	145.54000986564625	27.27272727272727	342603.0
3526par23_S127_L002_R2_001_fastq_gz	87.30688289361156	49.0	145.6168247213247	27.27272727272727	342603.0
3526par23_S127_L003_R1_001_fastq_gz	89.753901703839	49.0	145.5186807243768	27.27272727272727	377207.0
3526par23_S127_L003_R2_001_fastq_gz	87.99094396445453	49.0	145.57324227811256	27.27272727272727	377207.0
3526par23_S127_L004_R1_001_fastq_gz	89.57325944475798	49.0	145.41288077526283	27.27272727272727	352603.0
3526par23_S127_L004_R2_001_fastq_gz	87.43601160511965	49.0	145.49662935369238	27.27272727272727	352603.0
3578par23_S128_L001_R1_001_fastq_gz	92.12990235650567	51.0	144.39134052168652	27.27272727272727	687501.0
3578par23_S128_L001_R2_001_fastq_gz	89.58052424651018	51.0	144.50640653613596	27.27272727272727	687501.0
3578par23_S128_L002_R1_001_fastq_gz	91.99895162334573	51.0	144.41963459705363	27.27272727272727	640991.0
3578par23_S128_L002_R2_001_fastq_gz	89.25101912507353	51.0	144.56785040663598	27.27272727272727	640991.0
3578par23_S128_L003_R1_001_fastq_gz	92.20721846069593	51.0	144.4163296819005	27.27272727272727	708489.0
3578par23_S128_L003_R2_001_fastq_gz	89.96244119527614	51.0	144.5217780374854	27.27272727272727	708489.0
3578par23_S128_L004_R1_001_fastq_gz	92.15907329806339	51.0	144.37222294814956	27.27272727272727	658162.0
3578par23_S128_L004_R2_001_fastq_gz	89.42266493659616	51.0	144.5090069010365	27.27272727272727	658162.0
3579par23_S129_L001_R1_001_fastq_gz	88.01103402476909	52.0	131.27314638919842	18.181818181818183	313213.0
3579par23_S129_L001_R2_001_fastq_gz	85.30520763825257	52.0	131.81340174258412	18.181818181818183	313213.0
3579par23_S129_L002_R1_001_fastq_gz	87.85220029314517	53.0	131.65834952449126	27.27272727272727	293370.0
3579par23_S129_L002_R2_001_fastq_gz	85.00801036234107	52.0	132.20578791287454	18.181818181818183	293370.0
3579par23_S129_L003_R1_001_fastq_gz	88.2365565979048	53.0	131.60156580486228	27.27272727272727	321496.0
3579par23_S129_L003_R2_001_fastq_gz	85.75658795132755	52.0	132.04043596187822	18.181818181818183	321496.0
3579par23_S129_L004_R1_001_fastq_gz	87.99050324219047	53.0	131.40780837182848	27.27272727272727	302419.0
3579par23_S129_L004_R2_001_fastq_gz	85.097827848118	52.0	131.9359266448206	18.181818181818183	302419.0
3580par23_S130_L001_R1_001_fastq_gz	87.19462267033303	53.0	139.93950504124658	36.36363636363637	81825.0
3580par23_S130_L001_R2_001_fastq_gz	83.96822487014971	53.0	140.22488237091355	36.36363636363637	81825.0
3580par23_S130_L002_R1_001_fastq_gz	86.90680166147456	53.0	139.7753764278297	36.36363636363637	77040.0
3580par23_S130_L002_R2_001_fastq_gz	83.55269989615783	53.0	140.10695742471444	36.36363636363637	77040.0
3580par23_S130_L003_R1_001_fastq_gz	87.27742608530716	53.0	139.77614576665007	36.36363636363637	84354.0
3580par23_S130_L003_R2_001_fastq_gz	84.42516063257226	53.0	140.02699338502026	36.36363636363637	84354.0
3580par23_S130_L004_R1_001_fastq_gz	87.08009355837916	53.0	139.7989885580631	36.36363636363637	79095.0
3580par23_S130_L004_R2_001_fastq_gz	83.85991529173778	53.0	140.12412921170744	36.36363636363637	79095.0
3581par23_S131_L001_R1_001_fastq_gz	92.28661827561362	50.0	143.54334298248537	27.27272727272727	780034.0
3581par23_S131_L001_R2_001_fastq_gz	89.54096872700421	50.0	143.68062289592504	27.27272727272727	780034.0
3581par23_S131_L002_R1_001_fastq_gz	92.15183693396803	50.0	143.5903088001953	27.27272727272727	737370.0
3581par23_S131_L002_R2_001_fastq_gz	89.26183598464814	50.0	143.74588605449097	27.27272727272727	737370.0
3581par23_S131_L003_R1_001_fastq_gz	92.36470264002722	50.0	143.60101896658315	27.27272727272727	805522.0
3581par23_S131_L003_R2_001_fastq_gz	89.9138695156681	50.0	143.71804991049282	27.27272727272727	805522.0
3581par23_S131_L004_R1_001_fastq_gz	92.16107173579191	50.0	143.4928543910664	27.27272727272727	757948.0
3581par23_S131_L004_R2_001_fastq_gz	89.35217191680695	50.0	143.63714529228918	27.27272727272727	757948.0
3582par23_S132_L001_R1_001_fastq_gz	88.81309118163459	52.0	144.99328924266294	27.27272727272727	144097.0
3582par23_S132_L001_R2_001_fastq_gz	85.76514431251171	52.0	145.1266438579568	27.27272727272727	144097.0
3582par23_S132_L002_R1_001_fastq_gz	88.70287910437776	52.0	145.0230670304265	27.27272727272727	134521.0
3582par23_S132_L002_R2_001_fastq_gz	85.59778770600873	52.0	145.17598739230306	27.27272727272727	134521.0
3582par23_S132_L003_R1_001_fastq_gz	89.25791837035153	52.0	145.019052271617	27.27272727272727	149431.0
3582par23_S132_L003_R2_001_fastq_gz	86.21437318896346	52.0	145.14461524047888	27.27272727272727	149431.0
3582par23_S132_L004_R1_001_fastq_gz	88.9864118067746	52.0	144.99191643369525	27.27272727272727	138429.0
3582par23_S132_L004_R2_001_fastq_gz	85.84834102680797	52.0	145.11774266952733	27.27272727272727	138429.0
3583par23_S133_L001_R1_001_fastq_gz	86.21498594543192	52.0	124.29295733284853	18.181818181818183	286028.0
3583par23_S133_L001_R2_001_fastq_gz	83.77466541737172	52.0	124.93867733228915	27.27272727272727	286028.0
3583par23_S133_L002_R1_001_fastq_gz	85.99266039945084	52.0	124.7942031370994	18.181818181818183	267317.0
3583par23_S133_L002_R2_001_fastq_gz	83.45260495965465	52.0	125.44837028696267	27.27272727272727	267317.0
3583par23_S133_L003_R1_001_fastq_gz	86.26852525169761	52.0	124.69816770281759	27.27272727272727	292911.0
3583par23_S133_L003_R2_001_fastq_gz	84.08799942644694	52.0	125.22895009064187	18.181818181818183	292911.0
3583par23_S133_L004_R1_001_fastq_gz	85.94669638127249	52.0	124.48655718539356	18.181818181818183	273715.0
3583par23_S133_L004_R2_001_fastq_gz	83.52446888186617	52.0	125.09649087554573	27.27272727272727	273715.0
3584par23_S134_L001_R1_001_fastq_gz	88.60284680900712	53.0	139.27415120756038	27.27272727272727	171420.0
3584par23_S134_L001_R2_001_fastq_gz	86.32189942830475	53.0	139.46782755804458	27.27272727272727	171420.0
3584par23_S134_L002_R1_001_fastq_gz	88.37404698926404	54.0	139.25845962346352	27.27272727272727	160675.0
3584par23_S134_L002_R2_001_fastq_gz	86.29469425859655	53.0	139.4971650847985	27.27272727272727	160675.0
3584par23_S134_L003_R1_001_fastq_gz	88.79128980124189	54.0	139.34065610025803	27.27272727272727	176345.0
3584par23_S134_L003_R2_001_fastq_gz	86.9086166321699	53.0	139.54291303978	27.27272727272727	176345.0
3584par23_S134_L004_R1_001_fastq_gz	88.51626321705729	54.0	139.2691019915002	27.27272727272727	166357.0
3584par23_S134_L004_R2_001_fastq_gz	86.33120337587238	53.0	139.4885757737877	27.27272727272727	166357.0
3585par23_S135_L001_R1_001_fastq_gz	90.30870340753364	52.0	143.91249534989458	27.27272727272727	314509.0
3585par23_S135_L001_R2_001_fastq_gz	87.32087158078147	52.0	144.06173432238822	27.27272727272727	314509.0
3585par23_S135_L002_R1_001_fastq_gz	90.15393032272009	52.0	144.02016493981927	27.27272727272727	296108.0
3585par23_S135_L002_R2_001_fastq_gz	87.11922676861145	52.0	144.17577032704284	27.27272727272727	296108.0
3585par23_S135_L003_R1_001_fastq_gz	90.44361136182312	52.0	144.0039552599721	27.27272727272727	324631.0
3585par23_S135_L003_R2_001_fastq_gz	87.72483219409114	52.0	144.12412554561948	27.27272727272727	324631.0
3585par23_S135_L004_R1_001_fastq_gz	90.24124068516431	52.0	143.92739769705378	27.27272727272727	304219.0
3585par23_S135_L004_R2_001_fastq_gz	87.03532652464179	52.0	144.06096594887237	27.27272727272727	304219.0
