Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
3517par23_S118_L001_R2_001_fastq_gz	3517par23_S118_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	280761.0	40.7 Mbp	0.0	35-150	55.0	11.490912199343926	144.89248506737047	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3517par23_S118_L002_R1_001_fastq_gz	3517par23_S118_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	263907.0	38.3 Mbp	0.0	35-150	55.0	8.85501331908589	144.8324750764474	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3517par23_S118_L002_R2_001_fastq_gz	3517par23_S118_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	263907.0	38.3 Mbp	0.0	35-150	55.0	11.56695351013804	144.96088394775433	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3517par23_S118_L003_R1_001_fastq_gz	3517par23_S118_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	292876.0	42.5 Mbp	0.0	35-150	55.0	8.651101490050397	144.8834045807782	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3517par23_S118_L003_R2_001_fastq_gz	3517par23_S118_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	292876.0	42.5 Mbp	0.0	35-150	55.0	10.868763572296809	144.9747094333438	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3517par23_S118_L004_R1_001_fastq_gz	3517par23_S118_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	270531.0	39.2 Mbp	0.0	35-150	55.0	8.868114929527485	144.73771212910904	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3517par23_S118_L004_R2_001_fastq_gz	3517par23_S118_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	270531.0	39.2 Mbp	0.0	35-150	55.0	11.521784934074098	144.87098336235033	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3518par23_S120_L001_R1_001_fastq_gz	3518par23_S120_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	350489.0	49.3 Mbp	0.0	35-150	53.0	10.170647295635526	140.35138049981597	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L001_R2_001_fastq_gz	3518par23_S120_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	350489.0	49.3 Mbp	0.0	35-150	53.0	12.743338592651982	140.56072515827887	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L002_R1_001_fastq_gz	3518par23_S120_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	330683.0	46.5 Mbp	0.0	35-150	53.0	10.246671283374107	140.58719982581505	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L002_R2_001_fastq_gz	3518par23_S120_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	330683.0	46.6 Mbp	0.0	35-150	53.0	12.869727200974951	140.82191706256444	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L003_R1_001_fastq_gz	3518par23_S120_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	362609.0	51.1 Mbp	0.0	35-150	53.0	9.987341737243147	140.63344263380114	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L003_R2_001_fastq_gz	3518par23_S120_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	362609.0	51.1 Mbp	0.0	35-150	53.0	12.237699560683822	140.80024764967223	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L004_R1_001_fastq_gz	3518par23_S120_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	339307.0	47.7 Mbp	0.0	35-150	53.0	10.148331746766202	140.4110348445508	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3518par23_S120_L004_R2_001_fastq_gz	3518par23_S120_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	339307.0	47.8 Mbp	0.0	35-150	53.0	12.9089585537581	140.63332910903694	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L001_R1_001_fastq_gz	3519par23_S119_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	552562.0	77.5 Mbp	0.0	35-150	51.0	8.957184895088696	139.9806048913968	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L001_R2_001_fastq_gz	3519par23_S119_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	552562.0	77.6 Mbp	0.0	35-150	51.0	11.632721757920377	140.21620198276392	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L002_R1_001_fastq_gz	3519par23_S119_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	522993.0	73.4 Mbp	0.0	35-150	51.0	9.048304661821478	140.09445824322697	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L002_R2_001_fastq_gz	3519par23_S119_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	522993.0	73.6 Mbp	0.0	35-150	51.0	11.912396533031991	140.35187851462638	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L003_R1_001_fastq_gz	3519par23_S119_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	571820.0	80.2 Mbp	0.0	35-150	51.0	8.89930397677591	140.0059756566752	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L003_R2_001_fastq_gz	3519par23_S119_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	571820.0	80.4 Mbp	0.0	35-150	51.0	11.29341401140219	140.21055402049595	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L004_R1_001_fastq_gz	3519par23_S119_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	536865.0	75.3 Mbp	0.0	35-150	51.0	8.939491306008028	140.00099466346288	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3519par23_S119_L004_R2_001_fastq_gz	3519par23_S119_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	536865.0	75.5 Mbp	0.0	35-150	51.0	11.756400584877017	140.26206401981875	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3520par23_S121_L001_R1_001_fastq_gz	3520par23_S121_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	410130.0	57.6 Mbp	0.0	35-150	51.0	10.192865676736645	140.25204691195475	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L001_R2_001_fastq_gz	3520par23_S121_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	410130.0	57.7 Mbp	0.0	35-150	50.0	12.571867456660083	140.46859288518274	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L002_R1_001_fastq_gz	3520par23_S121_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	384720.0	54.1 Mbp	0.0	35-150	51.0	10.273185693491369	140.41667446454565	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L002_R2_001_fastq_gz	3520par23_S121_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	384720.0	54.2 Mbp	0.0	35-150	50.0	12.810615512580577	140.65576003327095	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L003_R1_001_fastq_gz	3520par23_S121_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	424701.0	59.7 Mbp	0.0	35-150	51.0	10.081445534623182	140.41896063348096	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L003_R2_001_fastq_gz	3520par23_S121_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	424701.0	59.8 Mbp	0.0	35-150	50.0	12.202231687704996	140.60243324126856	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L004_R1_001_fastq_gz	3520par23_S121_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	393440.0	55.3 Mbp	0.0	35-150	51.0	10.21223058153721	140.25934068727125	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3520par23_S121_L004_R2_001_fastq_gz	3520par23_S121_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	393440.0	55.4 Mbp	0.0	35-150	50.0	12.702572183814558	140.49024247661652	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3521par23_S122_L001_R1_001_fastq_gz	3521par23_S122_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	268143.0	37.1 Mbp	0.0	35-150	54.0	11.933557840406053	138.28823053370775	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L001_R2_001_fastq_gz	3521par23_S122_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	268143.0	37.2 Mbp	0.0	35-150	54.0	14.016401696109911	138.54797626639518	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L002_R1_001_fastq_gz	3521par23_S122_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	251722.0	34.8 Mbp	0.0	35-150	54.0	12.10939051811125	138.3768641596682	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L002_R2_001_fastq_gz	3521par23_S122_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	251722.0	34.9 Mbp	0.0	35-150	54.0	14.33247789227799	138.6657264760331	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L003_R1_001_fastq_gz	3521par23_S122_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	277913.0	38.5 Mbp	0.0	35-150	54.0	11.80153501275579	138.38823300817162	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L003_R2_001_fastq_gz	3521par23_S122_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	277913.0	38.5 Mbp	0.0	35-150	54.0	13.63124431026976	138.6032679291721	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L004_R1_001_fastq_gz	3521par23_S122_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	258720.0	35.8 Mbp	0.0	35-150	54.0	12.052798392084107	138.18182204700062	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3521par23_S122_L004_R2_001_fastq_gz	3521par23_S122_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	258720.0	35.8 Mbp	0.0	35-150	54.0	14.257111935683364	138.4746946505875	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3522par23_S123_L001_R1_001_fastq_gz	3522par23_S123_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1789.0	234.8 kbp	0.0	35-150	53.0	45.500279485746226	131.05422023476802	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
3522par23_S123_L001_R2_001_fastq_gz	3522par23_S123_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1789.0	236.1 kbp	0.0	35-150	53.0	43.99105645612074	131.78144214645053	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
3522par23_S123_L002_R1_001_fastq_gz	3522par23_S123_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1588.0	211.2 kbp	0.0	35-150	54.0	42.82115869017632	132.83564231738035	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
3522par23_S123_L002_R2_001_fastq_gz	3522par23_S123_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1588.0	212.2 kbp	0.0	35-150	54.0	45.214105793450884	133.44521410579344	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
3522par23_S123_L003_R1_001_fastq_gz	3522par23_S123_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1786.0	235.8 kbp	0.0	35-150	53.0	43.84098544232923	131.83146696528556	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
3522par23_S123_L003_R2_001_fastq_gz	3522par23_S123_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1786.0	236.8 kbp	0.0	35-150	53.0	44.120940649496085	132.38633818589025	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
3522par23_S123_L004_R1_001_fastq_gz	3522par23_S123_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1677.0	221.9 kbp	0.0	35-150	53.0	46.15384615384615	132.0727489564699	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
3522par23_S123_L004_R2_001_fastq_gz	3522par23_S123_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	1677.0	222.5 kbp	0.0	35-150	53.0	47.644603458556944	132.4758497316637	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L001_R1_001_fastq_gz	3523par23_S124_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	102666.0	14.6 Mbp	0.0	35-150	54.0	11.612413067617322	142.82160598445444	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L001_R2_001_fastq_gz	3523par23_S124_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	102666.0	14.7 Mbp	0.0	35-150	54.0	14.361132215144254	142.9934642432743	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L002_R1_001_fastq_gz	3523par23_S124_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	96395.0	13.8 Mbp	0.0	35-150	54.0	11.646869650915503	142.92428030499508	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L002_R2_001_fastq_gz	3523par23_S124_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	96395.0	13.8 Mbp	0.0	35-150	54.0	14.555734218579802	143.09234918823591	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L003_R1_001_fastq_gz	3523par23_S124_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	106776.0	15.2 Mbp	0.0	35-150	54.0	11.560650333408256	142.8806754326815	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L003_R2_001_fastq_gz	3523par23_S124_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	106776.0	15.3 Mbp	0.0	35-150	54.0	13.990035213905747	143.03425863489923	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L004_R1_001_fastq_gz	3523par23_S124_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	98331.0	14 Mbp	0.0	35-150	54.0	11.714515259684129	142.70430484791166	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3523par23_S124_L004_R2_001_fastq_gz	3523par23_S124_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	98331.0	14 Mbp	0.0	35-150	54.0	14.629160691948623	142.87463770326752	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
3524par23_S125_L001_R1_001_fastq_gz	3524par23_S125_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	301460.0	43.2 Mbp	0.0	35-150	51.0	10.126053207722418	143.2232269621177	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L001_R2_001_fastq_gz	3524par23_S125_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	301460.0	43.3 Mbp	0.0	35-150	51.0	12.645458767332315	143.37642141577655	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L002_R1_001_fastq_gz	3524par23_S125_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	280075.0	40.2 Mbp	0.0	35-150	51.0	10.304739801838792	143.3228278139784	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L002_R2_001_fastq_gz	3524par23_S125_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	280075.0	40.2 Mbp	0.0	35-150	51.0	12.994376506292957	143.49412121753102	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L003_R1_001_fastq_gz	3524par23_S125_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	312657.0	44.9 Mbp	0.0	35-150	52.0	9.955638287324447	143.3634845853443	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L003_R2_001_fastq_gz	3524par23_S125_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	312657.0	44.9 Mbp	0.0	35-150	51.0	12.22169981801143	143.4805521705895	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L004_R1_001_fastq_gz	3524par23_S125_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	286814.0	41.1 Mbp	0.0	35-150	51.0	10.221955692539415	143.1865947966278	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3524par23_S125_L004_R2_001_fastq_gz	3524par23_S125_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	286814.0	41.2 Mbp	0.0	35-150	51.0	12.820503880563711	143.34846973997085	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3525par23_S126_L001_R1_001_fastq_gz	3525par23_S126_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	15496.0	900.4 kbp	0.0	35-150	51.0	31.524264326277752	58.48528652555498	pass	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
3525par23_S126_L001_R2_001_fastq_gz	3525par23_S126_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	15496.0	935.6 kbp	0.0	35-150	50.0	32.995611770779554	60.741610738255034	pass	pass	fail	pass	warn	fail	warn	warn	fail	fail	pass
3525par23_S126_L002_R1_001_fastq_gz	3525par23_S126_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	14014.0	820.1 kbp	0.0	35-150	51.0	32.36763236763237	58.89075210503782	pass	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
3525par23_S126_L002_R2_001_fastq_gz	3525par23_S126_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	14014.0	852.6 kbp	0.0	35-150	50.0	34.101612673041245	61.19130869130869	pass	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
3525par23_S126_L003_R1_001_fastq_gz	3525par23_S126_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	15645.0	910.6 kbp	0.0	35-150	51.0	31.684244167465643	58.60230105465005	pass	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
3525par23_S126_L003_R2_001_fastq_gz	3525par23_S126_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	15645.0	937.5 kbp	0.0	35-150	51.0	32.27868328539469	60.31115372323426	pass	pass	fail	pass	warn	fail	warn	warn	fail	fail	pass
3525par23_S126_L004_R1_001_fastq_gz	3525par23_S126_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	14914.0	871.5 kbp	0.0	35-150	51.0	32.24487059139064	58.834517902641814	pass	pass	fail	pass	warn	fail	warn	warn	fail	fail	pass
3525par23_S126_L004_R2_001_fastq_gz	3525par23_S126_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	14914.0	903.1 kbp	0.0	35-150	50.0	33.81386616601851	60.93670376827142	pass	pass	fail	pass	warn	fail	warn	warn	fail	fail	pass
3526par23_S127_L001_R1_001_fastq_gz	3526par23_S127_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	365147.0	53.2 Mbp	0.0	35-150	49.0	10.38239393997486	145.4860754709747	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L001_R2_001_fastq_gz	3526par23_S127_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	365147.0	53.2 Mbp	0.0	35-150	49.0	12.37967174863822	145.54730012844144	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L002_R1_001_fastq_gz	3526par23_S127_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	342603.0	50 Mbp	0.0	35-150	49.0	10.549236288065195	145.54000986564625	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L002_R2_001_fastq_gz	3526par23_S127_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	342603.0	50 Mbp	0.0	35-150	49.0	12.693117106388444	145.6168247213247	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L003_R1_001_fastq_gz	3526par23_S127_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	377207.0	55 Mbp	0.0	35-150	49.0	10.246098296160994	145.5186807243768	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L003_R2_001_fastq_gz	3526par23_S127_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	377207.0	55 Mbp	0.0	35-150	49.0	12.00905603554547	145.57324227811256	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L004_R1_001_fastq_gz	3526par23_S127_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	352603.0	51.4 Mbp	0.0	35-150	49.0	10.426740555242015	145.41288077526283	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3526par23_S127_L004_R2_001_fastq_gz	3526par23_S127_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	352603.0	51.4 Mbp	0.0	35-150	49.0	12.56398839488036	145.49662935369238	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L001_R1_001_fastq_gz	3578par23_S128_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	687501.0	99.5 Mbp	0.0	35-150	51.0	7.870097643494336	144.39134052168652	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L001_R2_001_fastq_gz	3578par23_S128_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	687501.0	99.6 Mbp	0.0	35-150	51.0	10.419475753489813	144.50640653613596	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L002_R1_001_fastq_gz	3578par23_S128_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	640991.0	92.8 Mbp	0.0	35-150	51.0	8.001048376654275	144.41963459705363	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L002_R2_001_fastq_gz	3578par23_S128_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	640991.0	92.9 Mbp	0.0	35-150	51.0	10.748980874926481	144.56785040663598	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L003_R1_001_fastq_gz	3578par23_S128_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	708489.0	102.5 Mbp	0.0	35-150	51.0	7.792781539304068	144.4163296819005	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L003_R2_001_fastq_gz	3578par23_S128_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	708489.0	102.6 Mbp	0.0	35-150	51.0	10.037558804723856	144.5217780374854	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L004_R1_001_fastq_gz	3578par23_S128_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	658162.0	95.2 Mbp	0.0	35-150	51.0	7.840926701936605	144.37222294814956	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3578par23_S128_L004_R2_001_fastq_gz	3578par23_S128_L004_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	658162.0	95.3 Mbp	0.0	35-150	51.0	10.577335063403844	144.5090069010365	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3579par23_S129_L001_R1_001_fastq_gz	3579par23_S129_L001_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	313213.0	41.1 Mbp	0.0	35-150	52.0	11.988965975230913	131.27314638919842	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3579par23_S129_L001_R2_001_fastq_gz	3579par23_S129_L001_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	313213.0	41.3 Mbp	0.0	35-150	52.0	14.694792361747435	131.81340174258412	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3579par23_S129_L002_R1_001_fastq_gz	3579par23_S129_L002_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	293370.0	38.6 Mbp	0.0	35-150	53.0	12.147799706854826	131.65834952449126	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3579par23_S129_L002_R2_001_fastq_gz	3579par23_S129_L002_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	293370.0	38.8 Mbp	0.0	35-150	52.0	14.991989637658929	132.20578791287454	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3579par23_S129_L003_R1_001_fastq_gz	3579par23_S129_L003_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	321496.0	42.3 Mbp	0.0	35-150	53.0	11.763443402095206	131.60156580486228	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
3579par23_S129_L003_R2_001_fastq_gz	3579par23_S129_L003_R2_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	321496.0	42.5 Mbp	0.0	35-150	52.0	14.243412048672457	132.04043596187822	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
3579par23_S129_L004_R1_001_fastq_gz	3579par23_S129_L004_R1_001_fastq_gz.gz	Conventional base calls	Sanger / Illumina 1.9	302419.0	39.8 Mbp	0.0	35-150	53.0	12.00949675780953	131.40780837182848	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
